query_id,db_id,tables,data_split,instruction_tokens,targeted_instruction_tokens,output_tokens,instruction,targeted_instruction,output
26,farm,['farm'],train_spider,276,154,26,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

Give the average number of working horses on farms with more than 5000 total horses.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

Write a SQL query to answer the following question:

Give the average number of working horses on farms with more than 5000 total horses.
",SELECT AVG(Working_Horses) FROM farm WHERE Total_Horses > 5000;
27,farm,['farm'],train_spider,269,147,15,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

What are the maximum and minimum number of cows across all farms.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

Write a SQL query to answer the following question:

What are the maximum and minimum number of cows across all farms.
","SELECT MAX(Cows), MIN(Cows) FROM farm;"
28,farm,['farm'],train_spider,268,146,15,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

Return the maximum and minimum number of cows across all farms.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

Write a SQL query to answer the following question:

Return the maximum and minimum number of cows across all farms.
","SELECT MAX(Cows), MIN(Cows) FROM farm;"
29,farm,['city'],train_spider,263,104,11,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

How many different statuses do cities have?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

Write a SQL query to answer the following question:

How many different statuses do cities have?
",SELECT COUNT(DISTINCT Status) FROM city;
30,farm,['city'],train_spider,262,103,11,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

Count the number of different statuses.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

Write a SQL query to answer the following question:

Count the number of different statuses.
",SELECT COUNT(DISTINCT Status) FROM city;
31,farm,['city'],train_spider,266,107,11,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

List official names of cities in descending order of population.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

Write a SQL query to answer the following question:

List official names of cities in descending order of population.
",SELECT Official_Name FROM city ORDER BY Population DESC;
32,farm,['city'],train_spider,268,109,11,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

What are the official names of cities, ordered descending by population?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

Write a SQL query to answer the following question:

What are the official names of cities, ordered descending by population?
",SELECT Official_Name FROM city ORDER BY Population DESC;
33,farm,['city'],train_spider,268,109,16,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

List the official name and status of the city with the largest population.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

Write a SQL query to answer the following question:

List the official name and status of the city with the largest population.
","SELECT Official_Name, Status FROM city ORDER BY Population DESC LIMIT 1;"
34,farm,['city'],train_spider,269,110,16,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

What is the official name and status of the city with the most residents?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

Write a SQL query to answer the following question:

What is the official name and status of the city with the most residents?
","SELECT Official_Name, Status FROM city ORDER BY Population DESC LIMIT 1;"
35,farm,"['farm_competition', 'city']",train_spider,269,155,44,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

CREATE TABLE farm (Farm_ID INTEGER, ""Year"" INTEGER, Total_Horses FLOAT, Working_Horses FLOAT, Total_Cattle FLOAT, Oxen FLOAT, Bulls FLOAT, Cows FLOAT, Pigs FLOAT, Sheep_and_Goats FLOAT);

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE competition_record (Competition_ID INTEGER, Farm_ID INTEGER, ""Rank"" INTEGER);

Write a SQL query to answer the following question:

Show the years and the official names of the host cities of competitions.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE farm_competition (Competition_ID INTEGER, ""Year"" INTEGER, Theme TEXT, Host_city_ID INTEGER, Hosts TEXT);

CREATE TABLE city (City_ID INTEGER, Official_Name TEXT, Status TEXT, Area_km_2 FLOAT, Population FLOAT, Census_Ranking TEXT);

Write a SQL query to answer the following question:

Show the years and the official names of the host cities of competitions.
","SELECT T2.""Year"", T1.Official_Name FROM city AS T1 JOIN farm_competition AS T2 ON T1.City_ID = T2.Host_city_ID;"
